Taxa de analfabetismo - pessoas com 15 anos ou mais (Atlas DH - Censo)
Sigla;Código;Município;1991;2000;2010;2022;
SE;2802601;Gracho Cardoso;51,66;34,45;29,95;23,14;
SE;2802700;Ilha das Flores;46,58;32,5;25,71;19,37;
SE;2802809;Indiaroba;60,09;38,26;26,72;20,44;
SE;2802908;Itabaiana;41,07;29,89;21,79;16;
SE;2803005;Itabaianinha;54,37;38,81;29,83;21,84;
SE;2803104;Itabi;46,25;39,19;30,87;25,29;
SE;2803203;Itaporanga d'Ajuda;53,43;34,9;24,55;17,78;
SE;2803302;Japaratuba;37,91;28,26;20,58;15,28;
SE;2803401;Japoatã;53,54;37,67;30,84;23,06;
SE;2803500;Lagarto;45,25;32,52;25,32;18,44;
SE;2803609;Laranjeiras;37,01;24,21;15,66;12,91;
SE;2803708;Macambira;48,01;36,5;31,5;19,5;
SE;2803807;Malhada dos Bois;48,55;32,16;23,66;17,19;
SE;2803906;Malhador;44,51;31,56;24,73;20,69;
SE;2804003;Maruim;34,68;23,7;17,66;12,72;
SE;2804102;Moita Bonita;42,64;34,27;26,52;19,21;
SE;2804201;Monte Alegre de Sergipe;60,25;41,66;33,83;25,46;
SE;2804300;Muribeca;47,61;32,14;24,69;20,1;
SE;2804409;Neópolis;39,38;31,62;22,72;19,39;
SE;2804458;Nossa Senhora Aparecida;64,18;47,42;37,75;25,49;
SE;2804508;Nossa Senhora da Glória;48,76;35,2;26,69;19,25;
SE;2804607;Nossa Senhora das Dores;48,7;34,34;28,39;20,89;
SE;2804706;Nossa Senhora de Lourdes;50,09;37,58;28,91;22,78;
SE;2804805;Nossa Senhora do Socorro;23,85;14,64;10,69;8,17;
SE;2804904;Pacatuba;54,88;37,38;29,42;24,48;
SE;2805000;Pedra Mole;45,56;38,43;27,72;17,94;
SE;2805109;Pedrinhas;47,79;34,43;26,65;23,25;
SE;2805208;Pinhão;53,36;41,05;30,16;21,05;
SE;2805307;Pirambu;43,03;26,58;20,03;13,37;
SE;2805406;Poço Redondo;68,38;46,87;35,58;26,61;
SE;2805505;Poço Verde;50,29;37,94;29,85;21,93;
SE;2805604;Porto da Folha;53,76;37,28;31,51;22,34;
SE;2805703;Propriá;32,62;24,84;18,68;14,66;
SE;2805802;Riachão do Dantas;60,72;42,85;29,23;26,09;
SE;2805901;Riachuelo;42,63;23,47;17,01;12,78;
SE;2806008;Ribeirópolis;46,25;34,31;28,5;20,89;
SE;2806107;Rosário do Catete;37,56;22,43;14,14;13,03;
SE;2806206;Salgado;56,32;34,18;27,47;19,57;
SE;2806305;Santa Luzia do Itanhy;63,13;45,74;33,03;24,41;
SE;2806404;Santana do São Francisco;48,1;33,11;21,02;17,27;
SE;2806503;Santa Rosa de Lima;47,96;36,43;27,17;21,31;
SE;2806602;Santo Amaro das Brotas;38,37;26,56;18,89;16,14;
SE;2806701;São Cristóvão;28,22;18,43;12,8;8,91;
SE;2806800;São Domingos;56,86;39,4;33,36;20,33;
SE;2806909;São Francisco;42,29;35,84;26,72;21,02;
SE;2807006;São Miguel do Aleixo;65,22;41,55;33,54;26,03;
SE;2807105;Simão Dias;45,84;35,22;26,78;19,35;
SE;2807204;Siriri;42,96;29,82;20,69;17,79;
SE;2807303;Telha;44,21;33,97;27,33;21,41;
SE;2807402;Tobias Barreto;46,91;35,07;28,34;20,08;
SE;2807501;Tomar do Geru;57,58;41,18;32,08;25,97;
SE;2807600;Umbaúba;47,78;35,19;24,73;18,13;
